,Stage Name,Full Name,Date of Birth,Group,Country,Second Country,Birthplace,Other Group,Former Group,Position
Female,Sana,Minatozaki Sana,1996-12-29,Twice,Japan,,Osaka,MISAMO,,
Female,Sang,Cui Xiang,1995-01-26,Clear:I,China,,,,"BOTOPASS, ILUV",
Female,Sanga,Lee Sanga,1999-08-05,,South Korea,,,,Pink Fantasy,
Female,Sangah,Yoo Sangah,2002-09-04,LIGHTSUM,South Korea,,Incheon,,,
Female,Sarang,Choi Sarang,2007-11-30,Candy Shop,South Korea,,Seoul,,,
Female,Satbyeol,Jeon Yujin,2001-02-27,,South Korea,,,,"Girls Alert, Pixy",
Female,Sea,Kim Sujeong,1999-12-05,Highteen,South Korea,,,,,
Female,Seea,Kang Eunyoung,1994-08-21,Pink Fantasy,South Korea,,,,,
Female,Seeun,Yoon Seeun,2003-06-14,STAYC,South Korea,,Pyeongtaek,,,
Female,Segye,Shin Segye,1998-08-19,AREAL,South Korea,,,,Rose Finger,
Female,Sehyung,Kang Sehyung,1998-12-13,Berry Good,South Korea,,,,,
Female,Sei,Lee Seojung,2000-01-07,Weki Meki,South Korea,,,,,
Female,Sejeong,Kim Sejeong,1996-08-28,Gugudan,South Korea,,,,I.O.I,
Female,Seline,Jung Yeonjeong,2000-06-20,Cignature,South Korea,,,,,
Female,Semi,Gu Semi,2002-04-10,Cignature,South Korea,,,,,
Female,Semmi,Oh Heesun,1995-10-22,Matilda,South Korea,,,,,
Female,Sena,Lim Yena,2005-10-12,ADYA,South Korea,,Incheon,,,
Female,Seohyun,Seo Joohyun,1991-06-28,SNSD,South Korea,,Seoul,TTS,,
Female,Seoi,Lee Yejin,2000-02-12,H1-KEY,South Korea,,,,,
Female,Seokyoung,Kim Seokyung,1999-04-16,GWSN,South Korea,,,,,
Female,Seol,Min Jihye,1997-01-01,P.O.P,South Korea,,Gunsan,,,
Female,Seola,Kim Hyunjung,1994-12-24,WJSN,South Korea,,Seoul,"WJMK, WJSN The Black",,
Female,Seolhyun,Kim Seolhyun,1995-01-03,AoA,South Korea,,Bucheon,,,
Female,Seonyu,Kim Seonyu,2008-03-20,CLASS:y,South Korea,,,,,
Female,Seoryoung,Lee Seoryung,2000-01-26,GWSN,South Korea,,,,,
Female,Seowon,Jang Seowon,2006-12-05,Lapillus,South Korea,,Gwangju,,,
Female,Seowon,Jung Seowon,2004-04-26,ADYA,South Korea,,Gwacheon,,,
Female,Seowon,Lim Seowon,2011-01-27,UNIS,South Korea,,,,,
Female,Seoyeon,Lee Seoyeon,2000-01-22,fromis_9,South Korea,,Seoul,,,
Female,Seoyeon,Kim Minju,1995-11-26,Favorite,South Korea,,Gwacheon,,,
Female,Seoyeon,Yoon Seoyeon,2003-08-06,tripleS,South Korea,,,,,
Female,Seoyeon,Ahn Seoyeon,2005-03-26,CSR,South Korea,,Bucheon,,,
Female,Seoyoon,Kim Suyoung,1995-01-26,BOTOPASS,South Korea,,,,ILUV,
Female,Seoyoung,Lee Seoyoung,1994-06-27,Hello Venus,South Korea,,,,,
Female,Seoyul,Seo Yuri,1997-11-26,Berry Good,South Korea,,,,,
Female,Serina,Saito Serina,2006-05-03,Madein,Japan,,Osaka,,,
Female,Serri,Park Miyeon,1990-09-16,Dal Shabet,South Korea,,Seoul,,,
Female,Seulgi,Kang Seulgi,1994-02-10,Red Velvet,South Korea,,Seoul,Red Velvet - IRENE SEULGI,,
Female,Seulgi,Jeong Seulgi,1990-05-12,S#aFLA,South Korea,,,,,
Female,Seungah,Oh Seungah,1988-09-13,Rainbow,South Korea,,Seoul,"Rainbow Blaxx, Rainbow Pixie",,
Female,Seungchae,Cho Seungchae,2006-10-26,ADYA,South Korea,,,,,
Female,Seungeun,Shim Seungeun,2000-12-27,BVNDIT,South Korea,,,,,
Female,Seunghee,Oh Seunghee,1995-10-10,CLC,South Korea,,Gwangju,,,
Female,Seunghee,Hyun Seunghee,1996-01-25,Oh My Girl,South Korea,,Chuncheon,,,
Female,Seungmin,Lee Seungmin,1996-02-03,Hashtag,South Korea,,,,,
Female,Seungyeon,Jang Seunyeon,1996-11-06,CLC,South Korea,,Seongnam,,,
Female,Seungyeon,Han Seungyeon,1988-07-24,KARA,South Korea,,Seoul,,,
Female,Seyeon,Park Seyeon,2001-05-06,Purplebeck,South Korea,,,,,
Female,Seyoung,Ha Seyoung,1999-02-03,ARTBEAT,South Korea,,Daegu,,,
Female,Shana,Nonaka Shana,2003-03-13,Lapillus,Japan,,Kochi,,,
Female,Sheon,Kim Suyeon,2003-01-28,Billlie,South Korea,,,,,
Female,Shiho,Kwon Subin,2001-08-22,BOTOPASS,South Korea,,,,,
Female,Shinye,Kam Yerim,2004-03-07,MAJORS,South Korea,,,,,
Female,Shinyoung,Park Shinyoung,2000-03-19,G-reyish,South Korea,,,,,
Female,Shion,Park Shion,2006-04-03,tripleS,South Korea,,Daejeon,,,
Female,Shuhua,Yeh Shuhua,2000-01-06,(G)I-DLE,Taiwan,,,,,
Female,Sieun,Lee Sieun,1993-09-19,CHECKMATE,South Korea,,,,,
Female,Sieun,Park Sieun,2001-08-01,STAYC,South Korea,,Seoul,,,
Female,Sieun,Lee Sieun,2001-05-29,ARTBEAT,South Korea,,Daegu,,,
Female,Sihyeon,Kim Sihyeon,1999-08-05,Everglow,South Korea,,,,,
Female,Sihyeon,Kang Sihyeon,1998-07-15,ARIAZ,South Korea,,,,,
Female,Sihyeon,Hwang Sihyeon,2005-03-12,CSR,South Korea,,Uijeongbu,,,
Female,Sihyun,Park Sihyun,1986-11-29,SPICA,South Korea,,,SPICA-S,SPICA,
Female,Sika,Ren Shika,1995-08-22,,China,,,,FANATICS,
Female,Simyeong,Lee Simyeong,1999-05-27,BVNDIT,South Korea,,,,,
Female,SinB,Hwang Eunbi,1998-06-03,VIVIZ,South Korea,,Cheongju,,Gfriend,
Female,Sio,Jeong Jiho,2004-10-06,FIFTY FIFTY,South Korea,,Iksan,,,
Female,Sion,Ryu Sion,2001-03-07,Geenius,South Korea,,Daegu,,,
Female,Sitala,Sitala Wongkrachang,1996-04-23,,Thailand,,,,H1-KEY,
Female,Siyeon,Lee Siyeon,1995-10-01,Dreamcatcher,South Korea,,Daegu,,Minx,
Female,Siyoon,Kim Siyoon,2005-02-16,Billlie,South Korea,,,,,
Female,Soeun,Park Soeun,2002-10-26,Weeekly,South Korea,,,,,"Lead Vocal, Lead Dancer"
Female,Soeun,Bang Soeun,2005-12-10,TRI.BE,South Korea,,,,,
Female,Sohee,Kim Sohee,1995-01-20,Nature,South Korea,,Busan,C.I.V.A,I.B.I,
Female,Sohee,Kim Sohee,1999-12-31,ALICE,South Korea,,,,,
Female,Sohee,Kim Sohee,2003-08-14,Rocket Punch,South Korea,,,,,
Female,Sohee,Uhm Sohee,2004-01-01,,South Korea,,,,ICHILLIN',
Female,Sohye,Kim Sohye,1999-07-19,,South Korea,,Seoul,,I.O.I,
Female,Sohyun,Kwon Sohyun,1994-08-30,4minute,South Korea,,Seoul,,,
Female,Sohyun,Park Sohyun,2002-10-13,tripleS,South Korea,,Seoul,,,
Female,Sojin,Park Sojin,1986-05-21,Girl's Day,South Korea,,Daegu,,,
Female,Sojin,Jo Sojin,1991-10-11,9Muses,South Korea,,Gwangju,9MUSES A,,
Female,Sojin,Hong Sojin,1999-09-24,Hashtag,South Korea,,,,,
Female,Sojung,Lee Sojung,1993-09-03,Ladies' Code,South Korea,,Wonju,,,
Female,Solar,Kim Yongsun,1991-02-21,Mamamoo,South Korea,,Seoul,,,Leader
Female,Solbin,Ahn Solbin,1997-08-19,LABOUM,South Korea,,Ojeonggu,,,Visual
Female,Solji,Heo Solji,1989-01-10,EXID,South Korea,,Seongnam,,,
Female,Somi,Jeon Somi,2001-03-09,,South Korea,Canada,Ontario,,I.O.I,
Female,Somin,Jang Somin,1993-11-10,BADKIZ,South Korea,,Gwangmyeon,,,
Female,Somin,Jeon Somin,1996-08-22,KARD,South Korea,,Seoul,,April,
Female,Somyi,Ahn Somyi,2000-01-26,DIA,South Korea,,Changwon,L.U.B,,
Female,Songhee,Yoon Songhee,1998-11-08,BVNDIT,South Korea,,,,,
Female,SongSun,Kim Songsun,1997-03-22,TRI.BE,South Korea,,,,,
Female,Songyee,Park Songyee,2004-09-25,,South Korea,,,,woo!ah!,Main Rapper
Female,Soobin,Park Soobin,1996-09-14,WJSN,South Korea,,Seoul,WJSN Chocome,,
Female,Soodam,Lee Soodam,1999-11-09,SECRET NUMBER,South Korea,,,,,
Female,Soojin,Seo Soojin,1998-03-09,,South Korea,,,,(G)I-DLE,
Female,Soojin,Lee Soojin,2001-12-12,Weeekly,South Korea,,,,,"Leader, Main Dancer, Sub Vocal"
Female,Soojung,Hwang Soojung,2001-05-10,Hi-L,South Korea,,Yongin,,,
Female,Soomin,Kim Soomin,2007-10-03,tripleS,South Korea,,Daegu,,,
Female,Sooyoung,Choi Sooyoung,1990-02-10,SNSD,South Korea,,Gwangju,,,
Female,Sora,Sakata Sora,2003-08-30,woo!ah!,Japan,,,,,Vocalist
Female,Soram,Jung Soram,2005-09-24,Candy Shop,South Korea,,Namyangju,,,
Female,Sorn,Chonnasorn Sajakul,1996-11-18,CLC,Thailand,,Bangkok,,,
Female,Soso,Wang Chingyi,2001-03-14,GWSN,Taiwan,,,,,
Female,Sowon,Kim Sojung,1995-12-07,Gfriend,South Korea,,Seoul,,,
Female,Sowon,Nam Soeun,2004-12-13,TRACER,South Korea,,,,,
Female,Soyee,Jang Sojin,1996-11-21,Gugudan,South Korea,,,,,
Female,Soyeon,Jung Soyeon,1994-05-04,LABOUM,South Korea,,Gwangju,,,Main Vocalist
Female,Soyeon,Park Soyeon,1987-10-05,,South Korea,,Andong,,T-ara,
Female,Soyeon,Jeon Soyeon,1998-08-26,(G)I-DLE,South Korea,,,,,
Female,Soyou,Kang Jihyun,1992-02-12,SISTAR,South Korea,,,,,
Female,Soyoung,Yoo Soyoung,1996-03-29,,South Korea,,Seoul,,After School,
Female,Soyul,Park Hyekyeong,1991-05-15,Crayon Pop,South Korea,,Seoul,,,
Female,Sriya,Sriya Lenka,2003-09-15,Blackswan,India,,Odisha,,,
Female,Sua,Kim Bora,1994-08-10,Dreamcatcher,South Korea,,Changwon,,Minx,
Female,Sua,Yang Sua,1995-03-24,Hashtag,South Korea,,Gwangju,,,
Female,Sua,Choi Sooah,2003-02-24,Pixy,South Korea,,,,,
Female,Sua,Yoo Sua,2005-07-23,CSR,South Korea,,Anyang,,,
Female,Subin,Park Subin,1994-02-12,Dal Shabet,South Korea,,Gwangju,,,
Female,Subin,Oh Subin,1998-09-30,Hashtag,South Korea,,,,,
Female,Sugyeong,Jo Sugyeong,2000-01-12,Favorite,South Korea,,Haenam,,,
Female,Suhye,Kim Suhye,2004-12-13,Madein,South Korea,,Incheon,LIMELIGHT,,
Female,Suhyeon,Kim Seunghyun,1988-04-19,S#aFLA,South Korea,,,,1PS,
Female,Suhyeon,Kim Suhyun,2000-01-15,Billlie,South Korea,,Daegu,,,
Female,Suhyun,Yoo Suhyun,2000-08-15,KELT9b,South Korea,,,,,
Female,Sui,Cho Sui,2007-08-15,Candy Shop,South Korea,,Seoul,,,
Female,Sujeong,Ryu Sujeong,1997-11-19,Lovelyz,South Korea,,Daejeon,,,
Female,Suji,Lee Suji,1998-03-20,UNI.T,South Korea,,Busan,,The Ark,
Female,Sujin,Bang Sujin,1996-06-26,Wassup,South Korea,,,,,
Female,Sulli�,Choi Jinri,1994-03-29,,South Korea,,Busan,,f(x),
Female,Sullyoon,Seol Yoona,2004-01-26,NMIXX,South Korea,,,,,
Female,Sumin,Ji Sumin,1994-03-03,Sonamoo,South Korea,,Yongin,,,Leader
Female,Sumin,Park Sumin,2001-09-09,Dreamnote,South Korea,,,,,
Female,Sumin,Bae Sumin,2001-03-13,STAYC,South Korea,,Pohang,,,
Female,Sun J,Jeon Heesun,2001-02-13,Girlkind,South Korea,,,,,
Female,Sungah,Son Sungah,1989-07-08,9Muses,South Korea,Fiji,Suma,,,
Female,Sungyeon,Bae Sungyeon,1999-05-25,Pristin,USA,South Korea,California,,,
Female,Sunhwa,Han Sunhwa,1990-10-06,,South Korea,,Busan,,SECRET,
Female,Sunhye,Jeong Sunhye,2004-04-12,YOUNG POSSE,South Korea,,Gyeonggi,,,
Female,Sunmi,Lee Sunmi,1992-05-02,Wonder Girls,South Korea,,Iksan,,,
Female,Sunn,Hwang Jiwon,2000-02-07,,South Korea,,Jincheon,,"Good Day, Cignature",
Female,Sunny,Lee Sunkyu,1989-05-15,SNSD,South Korea,,California,,,
Female,Sunshine,Kim Minjung,2002-06-20,NATURE,South Korea,,,,,
Female,Suri,Kang Suri,1994-10-11,CHECKMATE,South Korea,,,,,
Female,Surin,Kim Surin,1991-12-27,Two X,South Korea,,,,,
Female,Suyeon,Ji Suyeon,1997-04-20,Weki Meki,South Korea,,,,,
Female,Suyun,Kim Suyun,2001-03-17,Rocket Punch,South Korea,,,,,
Female,Suzy,Bae Suji,1994-10-10,miss A,South Korea,,Gwangju,,,
Female,Suzy,Kim Suji,2001-06-03,MAJORS,South Korea,,,,,
Female,Swan,Kim Suan,2000-12-28,CRAXY,South Korea,,,,,
Female,Swan,Park Soojin,2003-07-11,Purple Kiss,South Korea,,,,,
Female,Taeha,Yoo Taeha,1995-10-05,,South Korea,,,,Berry Good,
Female,Taeha,Kim Taeha,1998-06-03,,South Korea,,Jeonju,,MOMOLAND,
Female,Taera,Lee Yujin,1994-04-12,Gate9,South Korea,,Incheon,,,
Female,Taeryeong,Lim Jeongmin,2000-12-27,LUNARSOLAR,South Korea,,,,,
Female,Taeyeon,Kim Taeyeon,1989-03-09,SNSD,South Korea,,Jeonju,"TTS, Oh!GG",,"Leader, Main Vocalist"
Female,Terry,Han Dasom,1998-02-02,,South Korea,,,,NeonPunch,
Female,Tiffany,Hwang Miyoung,1989-08-01,SNSD,South Korea,USA,San Francisco,TTS,,
Female,Tina,Christine Joy Park,1994-09-01,Blady,USA,South Korea,Los Angeles,,,
Female,Tsuki,Fukutomi Tsuki,2002-09-21,Billlie,Japan,,,,,
Female,Tzuyu,Chou Tzuyu,1999-06-14,Twice,Taiwan,,Tainan,,,
Female,U-Si,Yoo Jiyeon,1997-11-13,BADKIZ,South Korea,,Iksan,,,
Female,Uchae,Yu Hyejun,2002-05-07,NATURE,South Korea,,,,,
Female,Uee,Kim Yujin,1988-04-09,,South Korea,,Daegu,,After School,
Female,Uji,Jang Yuji,1991-01-02,,South Korea,,,,"EXID, BESTie",
Female,Umji,Kim Yewon,1998-08-19,VIVIZ,South Korea,,Incheon,,Gfriend,
Female,Via,Kim Via,2000-08-17,FANATICS,South Korea,,Busan,,,
Female,Victoria,Song Qian,1987-02-02,f(x),China,,Qingdao,,,
Female,Viki,Kang Eunhye,1988-03-28,,South Korea,,Seoul,,Dal Shabet,
Female,Vin,Choi Seobin,2004-11-27,BADVILLAIN,South Korea,,,,,
Female,Vita,Kim Jimin,2000-02-03,MAJORS,South Korea,,,,,
Female,Vivi,Wong Viian,1996-12-09,Loossemble,Hong Kong,,Hong Kong,Loona 1/3,LOONA,
Female,Vivian,Park Sunghee,1998-12-08,Gate9,South Korea,,,,,
Female,Way,Heo Minsun,1990-07-12,Crayon Pop,South Korea,,Seoul,,,
Female,Wendy,Son Seunghwan,1994-02-21,Red Velvet,South Korea,,Seoul,,,
Female,Wheein,Jung Wheein,1995-04-17,Mamamoo,South Korea,,Jeonju,,,Lead Vocalist
Female,Windy,Park Jinju,2000-02-23,Girls' World,South Korea,,Daejeon,,,
Female,Winter,Kim Minjung,2001-01-01,aespa,South Korea,,Yangsan,,,
Female,Wonchae,Hwang Chaewon,2002-12-22,Queenz Eye,South Korea,,Incheon,,,
Female,Wonhee,Lee Wonhee,2007-06-26,ILLIT,South Korea,,Gyeonggi,,,
Female,Woni,Jeong Woni,2004-05-25,RESCENE,South Korea,,Gyeoje,,,
Female,Wony,Ahn Seungwon,2004-10-04,We,Na,South Korea,,,,
Female,Wonyoung,Jang Wonyoung,2004-08-31,IVE,South Korea,,Seoul,,IZ*ONE,
Female,Woo-ah,Kim Chaewon,1997-06-20,CRAXY,South Korea,,,,,
Female,Woohee,Bae Woohee,1991-11-21,Dal Shabet,South Korea,,Busan,UNI.T,,
Female,Woojoo,Kim Woojoo,1996-08-12,Wassup,South Korea,,,,,
Female,Woolim,Hwang Woolim,1996-08-29,Playback,South Korea,,,,,
Female,Woori,Go Woori,1988-02-22,Rainbow,South Korea,,Jeonju,Rainbow Blaxx,,
Female,Wooyeon,Park Jinkyung,2003-02-11,woo!ah!,South Korea,,,,,Vocalist
Female,Xeheun,Lee Seheun,1999-07-11,Girlkind,South Korea,,,,,
Female,XiaoTing,Shen Xiao Ting,1999-11-12,Kep1er,China,,,,,
Female,Xinyu,Zhou Xinyu,2001-05-25,tripleS,China,,Beijing,,,
Female,Xiyeon,Park Junghyun,2000-11-14,Pristin,South Korea,,,,,
Female,Xuanyi,Wu Xuanyi,1995-01-26,,China,,Hainan,,WJSN,
Female,Yeah,Kim Haeun,1999-10-09,,South Korea,,Gongju,,"Good Day, Cignature",
Female,Yebin,Baek Yebin,1997-07-13,DIA,South Korea,,Chuncheon,UNI.T,,
Female,Yebin,Kim Yebin,2004-11-01,HOT ISSUE,South Korea,,,,,
Female,Yechan,Kim Yechan,1995-11-26,Pink Fantasy,South Korea,,,,,
Female,YeeEun,Jang Yeeun,1998-08-10,CLC,South Korea,,Dongducheon,,,
Female,Yeeun,Hwang Yeeun,1997-01-12,Blady,South Korea,,Gimhae,,,
Female,Yeham,Gu Yeham,2005-10-07,CSR,South Korea,,Pyeongtaek,,,
Female,Yehana,Kim Yewon,1999-02-22,Pristin,South Korea,,Ilsan,,,
Female,Yein,Jeong Yein,1998-06-04,Lovelyz,South Korea,,Incheon,,,
Female,Yein,Ahn Yein,1995-05-04,MELODYDAY,South Korea,,,,,Lead Vocalist
Female,Yeji,Hwang Yeji,2000-05-26,ITZY,South Korea,,Seoul,,,
Female,Yeju,Kim Yeju,2004-02-01,ICHILLIN',South Korea,,,,,
Female,Yel,Han Shinyoung,2004-12-25,H1-KEY,South Korea,,,,,
Female,Yellow,Kim Eunbi,1993-05-05,Pungdeng-E,South Korea,,Seoul,,,
Female,Yena,Yang Yena,2000-05-22,APRIL,South Korea,,Daegu,,,
Female,Yena,Jeong Yena,2000-04-10,G-reyish,South Korea,,,,,
Female,Yena,Choi Yena,1999-09-29,IZ*ONE,South Korea,,Seoul,,,
Female,Yenny,Park Yeeun,1989-05-26,Wonder Girls,South Korea,,Goyang,,,
Female,Yeoeun,Jung Jieun,1990-01-25,MELODYDAY,South Korea,,,,,Leader
Female,Yeojin,Im Yeojin,2002-11-11,Loossemble,South Korea,,Guro,Loona 1/3,LOONA,
Female,Yeonha,Ahn Yeonji,2000-05-19,P.O.P,South Korea,,Yeondong,,,
Female,Yeonhee,Kim Yeonhee,2000-12-06,Rocket Punch,South Korea,,,,,
Female,Yeonjae,Choi Yeonjae,2000-12-06,mimiirose,South Korea,,,,,
Female,Yeonje,Yang Yeonje,1999-10-15,ALICE,South Korea,,,,,
Female,Yeonji,Kwak Yeonji,2008-01-08,tripleS,South Korea,,Gwangju,,,
Female,Yeonjoo,Song Yeonjoo,1997-06-26,P.O.P,South Korea,,Ansan,,,
Female,Yeonjung,Yu Yeonjung,1999-08-03,WJSN,South Korea,,Gwangmyeong,,I.O.I,
Female,Yeonjung,Wi Yeonjung,2004-09-01,YOUNG POSSE,South Korea,,Seoul,,,
Female,Yeonseo,Ryu Yeonseo,2004-09-26,We,Na,South Korea,,,,
Female,Yeonsu,Ryu Yeonsu,2003-02-19,ADYA,South Korea,,Daegu,,,
Female,Yeonwoo,Lee Dabin,1996-08-01,,South Korea,,Seoul,,MOMOLAND,
Female,Yeoreum,Lee Jinsook,1999-01-10,WJSN,South Korea,,Seoul,WJSN Chocome,,
Female,Yeoreum,Ahn Chaeyeon,1996-06-04,Hello Venus,South Korea,,,,,
Female,Yeori,Kim Soyeon,1994-05-30,Gate9,South Korea,,Seoul,,,
Female,Yeori,Choi Yeori,1999-09-08,ARIAZ,South Korea,,,,,
Female,Yeowool,Ha Yeowool,1998-04-11,Purplebeck,South Korea,,,,,
Female,Yeri,Kim Yerim,1999-03-05,Red Velvet,South Korea,,Seoul,,,
Female,Yerim,Jeong Yerim,1997-03-10,Purplebeck,South Korea,,,,,
Female,Yerin,Baek Yerin,1997-06-26,15&,South Korea,,Daejeon,,,
Female,Yerin,Jung Yerin,1996-08-19,Gfriend,South Korea,,Incheon,,,
Female,Yeryung,,2002-06-22,Lusty,South Korea,,Busan,,,Sub Vocal
Female,Yeseo,Kang Yeseo,2005-08-22,Madein,South Korea,,,Kep1er,Busters,
Female,Yeseul,Kim Yeseul,2004-03-24,Hi-L,South Korea,,,,,
Female,Yeso,Lee Yeso,2001-11-13,G-reyish,South Korea,,,,,
Female,Yeum,Jung Myeongwoo,2001-11-19,,South Korea,,,,PRIMROSE,
Female,Yewon,Park Yewon,2004-01-11,HOT ISSUE,South Korea,,,,,
Female,Yewon,Han Yewon,2003-02-07,mimiirose,South Korea,,Seoul,,,
Female,Yeyoung,Choi Yeyoung,2000-05-31,Geenius,South Korea,,,,,
Female,Yezi,Lee Yeji,1994-08-26,Fiestar,South Korea,,Gangneung,,,
Female,Yiren,Wang Yiren,2000-12-29,Everglow,China,,,,,
Female,Yiyeon,Jung Dasol,1995-05-28,BVNDIT,South Korea,,,,,
Female,Yooa,Yoo Siah,1995-09-17,Oh My Girl,South Korea,,Seoul,,,
Female,Yoohyeon,Kim Yoohyeon,1997-01-07,Dreamcatcher,South Korea,,Incheon,,Minx,
Female,Yoojin,Jang Yoojin,1992-09-14,,South Korea,,,,Brave Girls,
Female,Yoojin,Ahn Yoojin,2000-02-29,ARTBEAT,South Korea,,,,,
Female,Yoojung,Choi Yoojung,1999-11-12,Weki Meki,South Korea,,Guri,"I.O.I, WJMK",,
Female,Yookyung,Seo Yookyung,1993-03-15,,South Korea,,,,AOA BLACK,
Female,Yoomin,Na Yoomin,1993-08-29,MELODYDAY,South Korea,,,,,Main Rapper
Female,Yoon,Heo Yoon,1994-09-23,4TEN,South Korea,,,,,
Female,Yoon,Ji Hayoon,1997-07-08,Gate9,South Korea,,Busan,,,
Female,Yoon,Shim Jayoon,2004-04-14,STAYC,South Korea,,Gwangju,,,
Female,Yoona,Im Yoona,1990-05-30,SNSD,South Korea,,Seoul,,,
Female,Yoona,Ogura Yuuna,2000-10-13,bugAboo,Japan,,Sapporo,,,
Female,Yoona,Oh Yoona,2009-10-07,UNIS,South Korea,,,,,
Female,Yoonhye,Jung Yoonhye,1990-04-14,Rainbow,South Korea,,Daejeon,,,
Female,Yoonhye,Jung Yoonhye,2001-10-04,FANATICS,South Korea,,,FANATICS FLAVOR,,
Female,Yoonji,,1998-07-21,Lusty,South Korea,,,,,"Rap, Leader"
Female,Yoonjo,Shin Yoonjo,1992-12-14,UNI.T,South Korea,,Seoul,,Hello Venus,
Female,Yooyeon,Kim Yooyeon,2001-02-09,tripleS,South Korea,,Seoul,,,
Female,Yooyoung,Lee Yooyoung,1995-01-23,Hello Venus,South Korea,,Suwon,,,
Female,Youi,Kim Jihyeo,2000-04-24,Dreamnote,South Korea,,,,,
Female,Youngeun,Seo Youngeun,2004-12-27,Kep1er,South Korea,,,,,
Female,Youngheun,Go Youngheun,1994-11-20,,South Korea,,,,Blackswan,
Female,Youngjae,Jo Youngjae,2003-10-19,KELT9b,South Korea,,,,,
Female,Youngji,Hur Youngji,1994-08-30,KARA,South Korea,,Goyang,,,
Female,Yua,Mikami Yua,1993-08-16,Honey Popcorn,Japan,,,,,
Female,Yubeen,Jin Yubeen,2006-09-05,TRACER,South Korea,,,,,
Female,Yubin,Kim Yubin,1988-10-04,Wonder Girls,South Korea,,Gwangju,,,
Female,Yubin,Bae Yubin,1997-09-09,Oh My Girl,South Korea,,Chuncheon,,,
Female,Yubin,Cho Yubin,1999-10-09,,South Korea,,,,Pink Fantasy,
Female,Yubin,Kim Yubin,2002-02-27,Bling Bling,South Korea,,,,,
Female,Yubin,Gong Yubin,2005-02-03,tripleS,South Korea,,Yongin,,,
Female,Yubin,Oh Yubin,1998-11-26,ARTBEAT,South Korea,,,,,
Female,Yue,Nancy Yang,2004-07-03,Lapillus,USA,China,,,,
Female,Yuem,Park Subin,1996-12-25,H.U.B,South Korea,,,,,
Female,Yuha,Kang Kyungwon,1997-11-05,Hinapia,South Korea,,,,Pristin,
Female,Yuina,Futatsugami Yuina,2007-02-27,Candy Shop,South Korea,,,,,
Female,Yujeong,Kim Yujeong,1992-02-14,,South Korea,,Seoul,,LABOUM,Leader
Female,Yujeong,Nam Yujeong,1991-05-02,Brave Girls,South Korea,,Seoul,,,
Female,Yujeong,Lee Yujeong,2004-06-14,LIGHTSUM,South Korea,,,,,
Female,Yuji,Son Yuji,1998-11-25,3YE,South Korea,,,,Apple.B,
Female,Yujin,Choi Yujin,1996-08-12,Kep1er,South Korea,,Jeonju,,CLC,
Female,Yujin,Seo Yoojin,1994-06-18,Playback,South Korea,,,,,
Female,Yujin,Jeong Yujin,1989-10-23,S#aFLA,South Korea,,,,D-Unit,
Female,Yujin,Ahn Yujin,2003-09-01,IVE,South Korea,,Cheongju,,IZ*ONE,
Female,Yuju,Choi Yuna,1997-10-04,Gfriend,South Korea,,Goyang,,,
Female,Yuju,Choi Yuju,1997-03-05,Cherry Bullet,South Korea,,,,,
Female,Yuki,Lim Jiyeon,2002-01-30,Saturday,South Korea,,,,,
Female,Yuki,Mori Koyuki,2002-11-06,Purple Kiss,Japan,,,,,
Female,Yukyung,Lee Yukyung,1999-11-05,ALICE,South Korea,,,,,
Female,Yulhee,Kim Yulhee,1997-11-27,,South Korea,,Bucheon,,LABOUM,Main Rapper
Female,Yuna,Seo Yuna,1992-12-30,AoA,South Korea,,Busan,AOA BLACK,,
Female,Yuna,Lee Yuna,1993-04-06,Brave Girls,South Korea,,Seoul,,,
Female,Yuna,Shin Yuna,2003-12-09,ITZY,South Korea,,Suwon,,,
Female,Yuna,Iimura Yuna,2005-04-23,CSR,Japan,,Ibaraki,,,
Female,Yunah,Noh Yunah,2004-01-15,ILLIT,South Korea,,Chungju,,,
Female,Yunha,Bang Yunha,2009-02-28,UNIS,South Korea,,,,,
Female,Yunji,Lee Yunji,1992-04-04,Playback,South Korea,,,,,
Female,Yunji,Kim Yunji,1996-08-26,ARIAZ,South Korea,,,,,
Female,Yunjin,Huh Yunjin,2001-10-08,LE SSERAFIM,South Korea,,,,,
Female,Yunju,Seo Yunju,2005-12-26,mimiirose,South Korea,,Pohang,,,
Female,Yunkyung,Seo Yunkyung,2001-11-01,Rocket Punch,South Korea,,,,,
Female,Yunseo,Kim Yunseo,2004-07-03,BADVILLAIN,South Korea,,Seoul,,,
Female,Yunseul,Hwang Nayoon,1999-03-30,IRRIS,South Korea,,Seoul,,"Good Day, RedSquare",Vocalist
Female,Yuqi,Song Yuqi,1999-09-23,(G)I-DLE,China,,Beijing,,,
Female,Yura,Kim Ahyoung,1992-11-06,Girl's Day,South Korea,,Ulsan,,,
Female,Yuri,Kwon Yuri,1989-12-05,SNSD,South Korea,,Goyang,,,
Female,Yuri,Jo Yuri,2001-10-22,IZ*ONE,South Korea,,Busan,,,
Female,Yurim,Park Yurim,1998-04-13,3YE,South Korea,,,,Apple.B,
Female,Yuuri,Tokunaga Yuuri,2001-05-16,LUNARSOLAR,Japan,,,,,
Female,Yves,Ha Sooyoung,1997-05-24,,South Korea,,,Loona yyxy,LOONA,
Female,Zena,Kim Gayoung,2008-11-27,RESCENE,South Korea,,Gyeongju,,,
